function,args,kwargs
sklearn.discriminant_analysis.LinearDiscriminantAnalysis.fit,"X, y",
sklearn.feature_extraction.image.extract_patches_2d,"**, patch_size",
sklearn.decomposition.MiniBatchDictionaryLearning,,"alpha=1.0, batch_size=200, max_iter=10, n_components=50"
sklearn.feature_extraction.image.extract_patches_2d,"**, patch_size",
sklearn.decomposition._dict_learning.MiniBatchDictionaryLearning.fit,data,
sklearn.base.BaseEstimator.set_params,,"transform_algorithm=transform_algorithm, **kwargs"
sklearn.decomposition._dict_learning._BaseSparseCoding.transform,data,
sklearn.decomposition.PCA,,svd_solver=full
sklearn.decomposition.FactorAnalysis,,
sklearn.model_selection.GridSearchCV,"**, **",
sklearn.decomposition.PCA,,"n_components=mle, svd_solver=full"
sklearn.decomposition._pca.PCA.fit,X,
sklearn.model_selection.GridSearchCV,,
sklearn.model_selection.cross_val_score,"**, X",
sklearn.model_selection.cross_val_score,"**, X",
sklearn.datasets.load_iris,,
sklearn.decomposition.PCA,,n_components=3
sklearn.decomposition._pca.PCA.fit,X,
sklearn.decomposition._base._BasePCA.transform,X,
sklearn.decomposition.FastICA,,"n_components=3, whiten=arbitrary-variance"
sklearn.decomposition._fastica.FastICA.fit_transform,X,
sklearn.decomposition.PCA,,n_components=3
sklearn.decomposition._pca.PCA.fit_transform,X,
sklearn.decomposition.PCA,,n_components=3
sklearn.decomposition._pca.PCA.fit,Y,
sklearn.datasets.load_iris,,
sklearn.base.TransformerMixin.fit_transform,**,
sklearn.preprocessing.StandardScaler,,
sklearn.decomposition.FactorAnalysis,,rotation=varimax
sklearn.decomposition._dict_learning.SparseCoder.transform,**,
sklearn.decomposition._dict_learning.SparseCoder,,"dictionary=D, transform_algorithm=algo, transform_alpha=alpha, transform_n_nonzero_coefs=n_nonzero"
sklearn.decomposition._dict_learning.SparseCoder.transform,**,
sklearn.decomposition._dict_learning.SparseCoder.transform,"1, **",
sklearn.decomposition._dict_learning.SparseCoder,"1, **",
sklearn.decomposition._base._BasePCA.transform,X,
sklearn.decomposition.FastICA,,"random_state=rng, whiten=arbitrary-variance"
sklearn.decomposition._fastica.FastICA.transform,X,
sklearn.decomposition._pca.PCA,X,
sklearn.decomposition._fastica.FastICA,X,
sklearn.decomposition._pca.PCA,X,
sklearn.model_selection.train_test_split,"X, y",random_state=rng
sklearn.pipeline.make_pipeline,"**, **, **",
sklearn.pipeline.Pipeline.fit,"X_train, y_train",
sklearn.cross_decomposition.PLSRegression,,n_components=1
sklearn.cross_decomposition._pls.PLSRegression.fit,"X_train, y_train",
sklearn.pipeline.make_pipeline,"**, **",
sklearn.pipeline.Pipeline.fit,"X_train, y_train",
sklearn.pipeline.make_pipeline,,
sklearn.pipeline.make_pipeline,,n_components=1
sklearn.pipeline.make_pipeline,,
sklearn.cross_decomposition._pls._PLS.transform,X_test,
sklearn.cross_decomposition._pls._PLS.transform,X_test,
sklearn.pipeline.make_pipeline,,n_components=2
sklearn.pipeline.make_pipeline,,
sklearn.decomposition.PCA,,n_components=2
sklearn.decomposition._pca.PCA._fit_full.components_,,size=n_samples
sklearn.pipeline.Pipeline,"X_test, y_test",
sklearn.cross_decomposition._pls.PLSRegression,"X_test, y_test",
sklearn.cross_decomposition.PLSCanonical,,n_components=2
sklearn.cross_decomposition._pls._PLS.fit,"X_train, Y_train",
sklearn.cross_decomposition._pls._PLS.transform,"X_train, Y_train",
sklearn.cross_decomposition._pls._PLS.transform,"X_test, Y_test",
sklearn.cross_decomposition.PLSRegression,,n_components=3
sklearn.cross_decomposition._pls.PLSRegression.fit,"X, Y",
sklearn.cross_decomposition._pls._PLS.predict,X,
sklearn.cross_decomposition.PLSRegression,,n_components=3
sklearn.cross_decomposition._pls.PLSRegression.fit,"X, y",
sklearn.cross_decomposition.CCA,,n_components=2
sklearn.cross_decomposition._pls._PLS.fit,"X_train, Y_train",
sklearn.cross_decomposition._pls._PLS.transform,"X_train, Y_train",
sklearn.cross_decomposition._pls._PLS.transform,"X_test, Y_test",
sklearn.datasets.fetch_species_distributions,,
sklearn.neighbors.KernelDensity,,"algorithm=ball_tree, bandwidth=0.04, kernel=gaussian, metric=haversine"
sklearn.neighbors._kde.KernelDensity.fit,**,
sklearn.datasets.load_iris,,
sklearn.pipeline.Pipeline,**,
sklearn.pipeline.Pipeline,**,
sklearn.pipeline.Pipeline.fit,"X_train, y_train",
sklearn.pipeline.Pipeline.score,"X_test, y_test",
sklearn.inspection._plot.decision_boundary.DecisionBoundaryDisplay.from_estimator,"clf, X","alpha=0.8, ax=ax, cmap=cmap_light, plot_method=pcolormesh, response_method=predict, shading=auto"
sklearn.neighbors.KNeighborsClassifier,,n_neighbors=n_neighbors
sklearn.neighbors.NeighborhoodComponentsAnalysis,,
sklearn.neighbors.KNeighborsClassifier,,n_neighbors=n_neighbors
sklearn.datasets.load_iris,,
sklearn.neighbors.NearestCentroid,,shrink_threshold=shrinkage
sklearn.neighbors._nearest_centroid.NearestCentroid.fit,"X, y",
sklearn.neighbors._nearest_centroid.NearestCentroid,X,
sklearn.inspection._plot.decision_boundary.DecisionBoundaryDisplay.from_estimator,"clf, X","ax=ax, cmap=cmap_light, response_method=predict"
sklearn.datasets.load_digits,,return_X_y=True
sklearn.neighbors.KNeighborsTransformer,,"mode=distance, n_neighbors=**"
sklearn.neighbors.KNeighborsClassifier,,metric=precomputed
sklearn.pipeline.Pipeline,,"memory=tmpdir, steps=**"
sklearn.model_selection.GridSearchCV,"full_model, param_grid",
sklearn.model_selection._search.BaseSearchCV.fit,"X, y",
sklearn.neighbors.KNeighborsTransformer,n_neighbors_list,
sklearn.datasets.load_digits,,return_X_y=True
sklearn.pipeline.make_pipeline,"**, **",
sklearn.pipeline.make_pipeline,"**, **",
sklearn.pipeline.make_pipeline,"**, **",
sklearn.neighbors.KNeighborsClassifier,,n_neighbors=n_neighbors
sklearn.pipeline.make_pipeline,,
sklearn.decomposition.PCA,,"n_components=2, random_state=random_state"
sklearn.pipeline.make_pipeline,,
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,,n_components=2
sklearn.preprocessing.StandardScaler,,
sklearn.neighbors.NeighborhoodComponentsAnalysis,,"n_components=2, random_state=random_state"
sklearn.neighbors._classification.KNeighborsClassifier.fit,"**, y_train",
sklearn.base.ClassifierMixin.score,"**, y_test",
sklearn.base.ClassifierMixin.score,X_test,
sklearn.neighbors.LocalOutlierFactor,,"contamination=0.1, n_neighbors=20"
sklearn.neighbors._lof.LocalOutlierFactor.fit_predict,X,
sklearn.datasets.make_classification,,"class_sep=1.0, n_classes=3, n_clusters_per_class=1, n_features=2, n_informative=2, n_redundant=0, n_samples=9, random_state=0"
sklearn.neighbors.NeighborhoodComponentsAnalysis,,"max_iter=30, random_state=0"
sklearn.neighbors._nca.NeighborhoodComponentsAnalysis.fit,"X, y",
sklearn.neighbors._nca.NeighborhoodComponentsAnalysis,X,
sklearn.neighbors.LocalOutlierFactor,,"contamination=0.1, n_neighbors=20, novelty=True"
sklearn.neighbors._lof.LocalOutlierFactor.fit,X_train,
sklearn.neighbors._lof.LocalOutlierFactor.predict,X_test,
sklearn.neighbors._lof.LocalOutlierFactor.predict,X_outliers,
sklearn.neighbors._lof.LocalOutlierFactor.decision_function,**,
sklearn.neighbors._lof.LocalOutlierFactor.decision_function,,
sklearn.neighbors._lof.LocalOutlierFactor.decision_function,,
sklearn.neighbors.KNeighborsRegressor,n_neighbors,weights=weights
sklearn.neighbors._regression.KNeighborsRegressor.predict,T,
sklearn.neighbors._regression.KNeighborsRegressor,"X, y",
sklearn.datasets.load_iris,,
sklearn.neighbors.KNeighborsClassifier,n_neighbors,weights=weights
sklearn.neighbors._classification.KNeighborsClassifier.fit,"X, y",
sklearn.inspection._plot.decision_boundary.DecisionBoundaryDisplay.from_estimator,"clf, X","ax=ax, cmap=cmap_light, plot_method=pcolormesh, response_method=predict, shading=auto, xlabel=**, ylabel=**"
sklearn.neighbors._kde.KernelDensity,X,
sklearn.neighbors._kde.KernelDensity.score_samples,X_plot,
sklearn.neighbors._kde.KernelDensity,X,
sklearn.neighbors._kde.KernelDensity.score_samples,X_plot,
sklearn.neighbors._kde.KernelDensity.score_samples,X_plot,
sklearn.neighbors._kde.KernelDensity.score_samples,X_plot,
sklearn.neighbors.KernelDensity,,"bandwidth=0.75, kernel=tophat"
sklearn.neighbors.KernelDensity,,"bandwidth=0.75, kernel=gaussian"
sklearn.neighbors.KernelDensity,,"bandwidth=0.5, kernel=kernel"
sklearn.neighbors.KernelDensity,,kernel=kernel
sklearn.datasets.fetch_openml,mnist_784,"as_frame=False, parser=pandas"
sklearn.utils.shuffle,"**, **",random_state=2
sklearn.neighbors.KNeighborsTransformer,,"metric=metric, mode=distance, n_neighbors=n_neighbors"
sklearn.pipeline.make_pipeline,"**, **",
sklearn.pipeline.make_pipeline,"**, **",
sklearn.pipeline.Pipeline.fit_transform,X,
sklearn.neighbors.KNeighborsTransformer,,"metric=metric, mode=distance, n_neighbors=n_neighbors"
sklearn.manifold.TSNE,,"metric=precomputed, **tsne_params"
sklearn.manifold.TSNE,,"metric=precomputed, **tsne_params"
sklearn.datasets.load_digits,,
sklearn.decomposition.PCA,,"n_components=15, whiten=False"
sklearn.decomposition._pca.PCA.fit_transform,**,
sklearn.model_selection.GridSearchCV,"**, params",
sklearn.model_selection._search.BaseSearchCV.fit,data,
sklearn.decomposition._base._BasePCA.inverse_transform,new_data,
sklearn.model_selection.GridSearchCV,,
